symbol,trade_id,entry_time,exit_time,duration_days,entry_price,exit_price,stop_loss,sl_distance_pct,atr_at_entry,direction,exit_reason,gross_return_pct,net_return_pct,is_win,m_ready,m_direction,m_compressed,m_mba_low,m_mba_high,m_continuity,w_ready,w_direction,w_compressed,w_mba_low,w_mba_high,w_continuity,d_ready,d_direction,d_compressed,d_mba_low,d_mba_high,d_continuity,alignment_summary,equity_before,equity_after,btc_regime
GBPCHFm,1,2024-06-25,2024-08-27,63,1.13553,1.11557,1.116045,1.72,0.006495,bullish,direction_flip,-1.7578,-1.7678,False,True,bullish,True,1.122,1.15,1,True,bullish,True,1.1235,1.1295,1,True,bullish,True,1.1287,1.1342,1,[V3:balance_aligned] READY (BULLISH),1.0,0.982322,
GBPCHFm,2,2025-01-01,2025-01-28,27,1.13601,1.12466,1.11561429,1.8,0.00679857,bullish,direction_flip,-0.9991,-1.0091,False,True,bullish,True,1.121,1.134,1,True,bullish,True,1.1185,1.135,2,True,bullish,True,1.132,1.1378,1,[V3:balance_aligned] READY (BULLISH),0.982322,0.97241,
GBPCHFm,3,2025-03-25,2025-04-29,35,1.14228,1.10394,1.120755,1.88,0.007175,bullish,direction_flip,-3.3564,-3.3664,False,True,bullish,True,1.119,1.142,1,True,bullish,True,1.1385,1.144,1,True,bullish,True,1.139,1.1425,1,[V3:balance_aligned] READY (BULLISH),0.97241,0.939674,
GBPCHFm,4,2025-09-15,2025-10-28,43,1.08081,1.05268,1.06529786,1.44,0.00517071,bullish,direction_flip,-2.6027,-2.6127,False,True,bullish,True,1.068,1.096,1,True,bullish,True,1.0735,1.0817,2,True,bullish,True,1.0785,1.0808,1,[V3:balance_aligned] READY (BULLISH),0.939674,0.915123,
GBPCHFm,5,2025-11-25,2026-01-27,63,1.06293,1.05451,1.043085,1.87,0.006615,bullish,direction_flip,-0.7922,-0.8022,False,True,bullish,True,1.036,1.067,1,True,bullish,True,1.0425,1.06,2,True,bullish,True,1.0575,1.0597,1,[V3:balance_aligned] READY (BULLISH),0.915123,0.907783,
AUDJPYm,1,2024-04-25,2024-10-29,187,101.488,100.507,98.80878571,2.64,0.89307143,bullish,direction_flip,-0.9666,-0.9766,False,True,bullish,True,96.9,100.2,1,True,bullish,True,97.8,100.0,1,True,bullish,True,100.33,101.0,1,[V3:balance_aligned] READY (BULLISH),1.0,0.990234,
AUDJPYm,2,2025-03-11,2025-05-27,77,93.178,92.926,97.17014286,4.28,1.33071429,bearish,direction_flip,0.2705,0.2605,True,True,bearish,True,92.8,97.2,1,True,bearish,True,91.9,94.7,2,True,bearish,True,92.05,93.4,1,[V3:balance_aligned] READY (BEARISH),0.990234,0.992813,
AUDJPYm,3,2025-06-02,2026-02-20,263,92.548,109.833,89.71471429,3.06,0.94442857,bullish,end_of_backtest,18.6768,18.6668,True,True,bullish,True,92.2,93.8,1,True,bullish,True,92.0,93.85,2,True,bullish,True,92.0,92.9,1,[V3:balance_aligned] READY (BULLISH),0.992813,1.178139,
NZDJPYm,1,2024-03-15,2024-04-30,46,90.674,92.629,92.41785714,1.92,0.58128571,bearish,direction_flip,-2.1561,-2.1661,False,True,bearish,True,89.7,93.4,1,True,bearish,True,90.7,91.8,1,True,bearish,True,90.8,91.1,1,[V3:balance_aligned] READY (BEARISH),1.0,0.978339,
NZDJPYm,2,2024-10-04,2024-12-31,88,91.554,87.924,87.65078571,4.26,1.30107143,bullish,direction_flip,-3.9649,-3.9749,False,True,bullish,True,88.0,91.8,1,True,bullish,True,89.4,92.3,1,True,bullish,True,91.15,91.5,1,[V3:balance_aligned] READY (BULLISH),0.978339,0.939451,
NZDJPYm,3,2025-11-17,2026-02-20,95,87.764,92.642,85.4495,2.64,0.7715,bullish,end_of_backtest,5.5581,5.5481,True,True,bullish,True,85.3,88.8,1,True,bullish,True,86.3,87.95,1,True,bullish,True,87.58,87.88,1,[V3:balance_aligned] READY (BULLISH),0.939451,0.991573,
CADJPYm,1,2025-08-08,2025-08-26,18,107.387,106.581,109.93014286,2.37,0.84771429,bearish,direction_flip,0.7506,0.7406,True,True,bearish,True,105.9,108.9,1,True,bearish,True,107.4,108.4,1,True,bearish,True,106.83,107.5,2,[V3:balance_aligned] READY (BEARISH),1.0,1.007406,
